,Unnamed: 0,Năm sản xuất,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Động cơ,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Tên xe,Giá xe,Nhãn hiệu,Mẫu xe,Nhiên liệu,Dung tích
103,136,2021,Xe đã dùng,22000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.5 L,Nhiều màu,Nhiều màu,5,5,FWD - Dẫn động cầu trước,Kia Sonet Premium 1.5 AT ,560000000,Kia,Sonet Premium 1.5 AT ,Xăng,1.5
104,138,2018,Xe đã dùng,40000,Nhập khẩu,Crossover,Số tự động,Xăng 1.8 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Honda HRV L ,535000000,Honda,HRV L ,Xăng,1.8
105,139,2022,Xe đã dùng,2,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,Hyundai SantaFe Cao cấp 2.5L HTRAC ,1125000000,Hyundai,SantaFe Cao cấp 2.5L HTRAC ,Xăng,2.5
106,140,2015,Xe đã dùng,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.2 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Ford Ranger XLS 2.2L 4x2 AT ,410000000,Ford,Ranger XLS 2.2L 4x2 AT ,Dầu,2.2
107,142,2010,Xe đã dùng,91000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.1 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Kia Morning SX 1.1 AT Sportpack ,195000000,Kia,Morning SX 1.1 AT Sportpack ,Xăng,1.1
108,144,2012,Xe đã dùng,150000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.8 L,Xám,Xám,5,5,FWD - Dẫn động cầu trước,Ford Focus 1.8 AT ,285000000,Ford,Focus 1.8 AT ,Xăng,1.8
109,145,2021,Xe đã dùng,18000,Nhập khẩu,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Honda Civic RS 1.5 AT ,690000000,Honda,Civic RS 1.5 AT ,Xăng,1.5
110,146,2022,Xe đã dùng,17000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 6 Premium 2.0 AT ,796000000,Mazda,6 Premium 2.0 AT ,Xăng,2.0
111,147,2010,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng 2.7 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Toyota Highlander SE 2.7 ,580000000,Toyota,Highlander SE 2.7 ,Xăng,2.7
112,148,2020,Xe đã dùng,50000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Nhiều màu,Nhiều màu,5,5,FWD - Dẫn động cầu trước,Hyundai i10 Grand 1.2 AT ,360000000,Hyundai,i10 Grand 1.2 AT ,Xăng,1.25
113,151,2022,Xe đã dùng,34000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Kia Sonet Luxury 1.5 AT ,554000000,Kia,Sonet Luxury 1.5 AT ,Xăng,1.5
114,152,2009,Xe đã dùng,72000,Nhập khẩu,Sedan,Số tự động,Xăng 2.5 L,Ghi,Ghi,5,4,FWD - Dẫn động cầu trước,Toyota Camry LE 2.5 ,435000000,Toyota,Camry LE 2.5 ,Xăng,2.5
115,153,2012,Xe đã dùng,87600,Nhập khẩu,Sedan,Số tự động,Xăng 3.0 L,Đen,Đen,5,4,AWD - 4 bánh toàn thời gian,Audi A7 3.0 TFSI ,650000000,Audi,A7 3.0 TFSI ,Xăng,3.0
116,154,2007,Xe đã dùng,98900,Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Nhiều màu,Nhiều màu,5,4,RFD - Dẫn động cầu sau,BMW 3 Series 320i ,255000000,BMW,3 Series 320i ,Xăng,2.0
117,157,2021,Xe đã dùng,10000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Kia Morning X-Line ,390000000,Kia,Morning X-Line ,Xăng,1.25
118,158,2019,Xe đã dùng,55000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Mitsubishi Xpander 1.5 AT ,488000000,Mitsubishi,Xpander 1.5 AT ,Xăng,1.5
119,159,2019,Xe đã dùng,66000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Hyundai Kona 1.6 Turbo ,535000000,Hyundai,Kona 1.6 Turbo ,Xăng,1.6
120,161,2017,Xe đã dùng,56096,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.0E ,610000000,Toyota,Camry 2.0E ,Xăng,2.0
121,162,2022,Xe đã dùng,52000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.5 L,Đỏ,Đỏ,5,4,FWD - Dẫn động cầu trước,Kia K5 GT-Line 2.5 AT ,799000000,Kia,K5 GT-Line 2.5 AT ,Xăng,2.5
122,163,2023,Xe đã dùng,4567,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Toyota Veloz Cross Top 1.5 CVT ,660000000,Toyota,Veloz Cross Top 1.5 CVT ,Xăng,1.5
123,164,2022,Xe đã dùng,19000,Nhập khẩu,Sedan,Số tự động,Xăng 1.8 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Corolla altis 1.8V ,689000000,Toyota,Corolla altis 1.8V ,Xăng,1.8
124,165,2023,Xe đã dùng,20,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.0 L,Màu khác,Màu khác,5,4,4WD - Dẫn động 4 bánh,Ford Ranger Raptor 2.0L 4x4 AT ,1280000000,Ford,Ranger Raptor 2.0L 4x4 AT ,Dầu,2.0
125,166,2019,Xe đã dùng,47000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Kia Morning Luxury ,329000000,Kia,Morning Luxury ,Xăng,1.25
126,167,2018,Xe đã dùng,60000,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sorento DATH ,650000000,Kia,Sorento DATH ,Dầu,2.2
127,169,2023,Xe đã dùng,10000,Lắp ráp trong nước,SUV,Số tự động,Điện 0.2 L,Kem,Kem,6,5,AWD - 4 bánh toàn thời gian,VinFast VF9 Plus ,1199000000,VinFast,VF9 Plus ,Điện,0.2
128,170,2022,Xe đã dùng,8000,Nhập khẩu,Van/Minivan,Số tự động,Xăng 1.5 L,Màu khác,Màu khác,7,5,FWD - Dẫn động cầu trước,Hyundai Stargazer Cao cấp 1.5 AT ,598000000,Hyundai,Stargazer Cao cấp 1.5 AT ,Xăng,1.5
129,171,2021,Xe đã dùng,48000,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.4 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.4G 4x2 AT ,979000000,Toyota,Fortuner 2.4G 4x2 AT ,Dầu,2.4
130,172,2021,Xe đã dùng,15000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E200 Exclusive ,1779000000,Mercedes,Benz E class E200 Exclusive ,Xăng,2.0
131,173,2011,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng 5.7 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,Lexus LX 570 ,1790000000,Lexus,LX 570 ,Xăng,5.7
132,174,2023,Xe đã dùng,7000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Hyundai Elantra 2.0 AT Cao cấp ,668000000,Hyundai,Elantra 2.0 AT Cao cấp ,Xăng,2.0
133,175,2022,Xe đã dùng,7000,Nhập khẩu,Hatchback,Số tự động,Xăng 2.0 L,Nâu,Nâu,4,3,FWD - Dẫn động cầu trước,Mini Cooper S 3 Door ,1888000000,Mini,Cooper S 3 Door ,Xăng,2.0
134,176,2020,Xe đã dùng,51000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sedona 2.2 DAT Luxury ,945000000,Kia,Sedona 2.2 DAT Luxury ,Dầu,2.2
135,178,2021,Xe đã dùng,35000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Mitsubishi Outlander Premium 2.0 CVT ,735000000,Mitsubishi,Outlander Premium 2.0 CVT ,Xăng,2.0
136,180,2013,Xe đã dùng,52000,Nhập khẩu,Sedan,Số tự động,Xăng 4.6 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Lexus LS 460L ,1799000000,Lexus,LS 460L ,Xăng,4.6
137,181,2019,Xe đã dùng,6000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,RFD - Dẫn động cầu sau,VinFast Lux A 2.0 Premium 2.0 AT ,615000000,VinFast,Lux A 2.0 Premium 2.0 AT ,Xăng,2.0
138,182,2018,Xe đã dùng,89000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Honda CRV L ,760000000,Honda,CRV L ,Xăng,1.5
139,185,2014,Xe đã dùng,63000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,AWD - 4 bánh toàn thời gian,Mercedes Benz GLK Class GLK250 4Matic ,608000000,Mercedes,Benz GLK Class GLK250 4Matic ,Xăng,2.0
140,187,2018,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sorento DATH ,659000000,Kia,Sorento DATH ,Dầu,2.2
141,188,2016,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda CX5 2.0 AT ,525000000,Mazda,CX5 2.0 AT ,Xăng,2.0
142,189,2019,Xe đã dùng,62000,Nhập khẩu,SUV,Số tay,Dầu 2.4 L,Nâu,Nâu,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.4G 4x2 MT ,765000000,Toyota,Fortuner 2.4G 4x2 MT ,Dầu,2.4
143,190,2021,Xe đã dùng,30000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sedona 2.2 DAT Luxury ,975000000,Kia,Sedona 2.2 DAT Luxury ,Dầu,2.2
144,191,2022,Xe đã dùng,17000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Kia Sonet Premium 1.5 AT ,565000000,Kia,Sonet Premium 1.5 AT ,Xăng,1.5
145,192,2022,Xe đã dùng,20000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.4 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Kia Seltos Luxury 1.4 AT ,620000000,Kia,Seltos Luxury 1.4 AT ,Xăng,1.4
146,193,2016,Xe đã dùng,78000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 3.0 L,Màu khác,Màu khác,5,4,RFD - Dẫn động cầu sau,Mercedes Benz S class S400L ,1280000000,Mercedes,Benz S class S400L ,Xăng,3.0
147,194,2012,Xe đã dùng,100000,Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,RFD - Dẫn động cầu sau,BMW 5 Series 528i ,539000000,BMW,5 Series 528i ,Xăng,2.0
148,195,2022,Xe đã dùng,8000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Toyota Veloz Cross Top 1.5 CVT ,659000000,Toyota,Veloz Cross Top 1.5 CVT ,Xăng,1.5
149,196,2022,Xe đã dùng,14000,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.4 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner Legender 2.4L 4x2 AT ,1120000000,Toyota,Fortuner Legender 2.4L 4x2 AT ,Dầu,2.4
150,198,2019,Xe đã dùng,50000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Honda CRV L ,785000000,Honda,CRV L ,Xăng,1.5
151,199,2007,Xe đã dùng,95000,Nhập khẩu,SUV,Số tự động,Xăng 2.7 L,Ghi,Ghi,7,5,4WD - Dẫn động 4 bánh,Toyota Prado GX 2.7 AT ,369000000,Toyota,Prado GX 2.7 AT ,Xăng,2.7
152,200,2007,Xe đã dùng,110000,Nhập khẩu,Sedan,Số tự động,Xăng 3.5 L,Kem,Kem,5,4,AWD - 4 bánh toàn thời gian,Lexus GS 350 AWD ,450000000,Lexus,GS 350 AWD ,Xăng,3.5
153,201,2017,Xe đã dùng,95000,Lắp ráp trong nước,SUV,Số tay,Dầu 2.5 L,Kem,Kem,7,5,RFD - Dẫn động cầu sau,Mitsubishi Pajero Sport D 4x2 MT ,479000000,Mitsubishi,Pajero Sport D 4x2 MT ,Dầu,2.5
154,202,2019,Xe đã dùng,65000,Nhập khẩu,Sedan,Số tự động,Xăng 1.4 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Suzuki Ciaz 1.4 AT ,395000000,Suzuki,Ciaz 1.4 AT ,Xăng,1.4
155,203,2016,Xe đã dùng,56000,Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Audi A4 2.0 TFSI ,699000000,Audi,A4 2.0 TFSI ,Xăng,2.0
156,205,2011,Xe đã dùng,85000,Nhập khẩu,Sedan,Số tự động,Xăng 3.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Nissan Maxima 3.5 AT ,455000000,Nissan,Maxima 3.5 AT ,Xăng,3.5
157,206,2015,Xe đã dùng,42000,Nhập khẩu,SUV,Số tự động,Xăng 1.6 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Mercedes Benz GLA class GLA 200 ,559000000,Mercedes,Benz GLA class GLA 200 ,Xăng,1.6
158,207,2016,Xe đã dùng,72000,Nhập khẩu,SUV,Số tay,Dầu 2.4 L,Nâu,Nâu,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.4G 4x2 MT ,669000000,Toyota,Fortuner 2.4G 4x2 MT ,Dầu,2.4
159,208,2008,Xe đã dùng,140000,Lắp ráp trong nước,SUV,Số tay,Xăng 2.6 L,Kem,Kem,7,5,RFD - Dẫn động cầu sau,Ford Everest 2.6L 4x2 MT ,199000000,Ford,Everest 2.6L 4x2 MT ,Xăng,2.6
160,209,2019,Xe đã dùng,62000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.2 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Ford Ranger XLS 2.2L 4x2 AT ,540000000,Ford,Ranger XLS 2.2L 4x2 AT ,Dầu,2.2
161,210,2015,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Kia Sorento DATH ,545000000,Kia,Sorento DATH ,Dầu,2.2
162,211,2022,Xe đã dùng,8000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Honda City RS 1.5 AT ,546000000,Honda,City RS 1.5 AT ,Xăng,1.5
163,212,2015,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Audi A6 2.0 TFSI ,799000000,Audi,A6 2.0 TFSI ,Xăng,2.0
164,213,2022,Xe đã dùng,18000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C300 AMG ,1868000000,Mercedes,Benz C class C300 AMG ,Xăng,2.0
165,214,2019,Xe đã dùng,56000,Lắp ráp trong nước,Crossover,Số tự động,Dầu 2.0 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Hyundai Tucson 2.0 AT CRDi ,715000000,Hyundai,Tucson 2.0 AT CRDi ,Dầu,2.0
166,215,2021,Xe đã dùng,19000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Nâu,Nâu,7,5,FWD - Dẫn động cầu trước,Mazda CX8 Premium ,855000000,Mazda,CX8 Premium ,Xăng,2.5
167,222,2016,Xe đã dùng,68000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C300 AMG ,765000000,Mercedes,Benz C class C300 AMG ,Xăng,2.0
168,223,2020,Xe đã dùng,40000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.6 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Kia Cerato 1.6 AT Luxury ,530000000,Kia,Cerato 1.6 AT Luxury ,Xăng,1.6
169,224,2017,Xe đã dùng,50000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda 3 1.5 AT ,445000000,Mazda,3 1.5 AT ,Xăng,1.5
170,225,2009,Xe đã dùng,60000,Nhập khẩu,Crossover,Số tự động,Xăng 2.7 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Toyota Venza 2.7 ,496000000,Toyota,Venza 2.7 ,Xăng,2.7
171,226,2022,Xe đã dùng,30000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Toyota Veloz Cross 1.5 CVT ,595000000,Toyota,Veloz Cross 1.5 CVT ,Xăng,1.5
172,227,2004,Xe đã dùng,120000,Lắp ráp trong nước,Sedan,Số tay,Xăng 2.4 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.4G ,230000000,Toyota,Camry 2.4G ,Xăng,2.4
173,228,2017,Xe đã dùng,95000,Nhập khẩu,SUV,Số tay,Dầu 2.4 L,Nâu,Nâu,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.4G 4x2 MT ,675000000,Toyota,Fortuner 2.4G 4x2 MT ,Dầu,2.4
174,229,2019,Xe đã dùng,60000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda CX5 2.5 Signature Premium 2WD ,675000000,Mazda,CX5 2.5 Signature Premium 2WD ,Xăng,2.5
175,231,2022,Xe đã dùng,20000,Nhập khẩu,Crossover,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Hyundai Creta Đặc biệt 1.5 AT ,625000000,Hyundai,Creta Đặc biệt 1.5 AT ,Xăng,1.5
176,232,2014,Xe đã dùng,83068,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.5Q ,525000000,Toyota,Camry 2.5Q ,Xăng,2.5
177,234,2021,Xe đã dùng,64360,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E200 Exclusive ,1599000000,Mercedes,Benz E class E200 Exclusive ,Xăng,2.0
178,236,2011,Xe đã dùng,70000,Nhập khẩu,SUV,Số tự động,Xăng 3.5 L,Kem,Kem,5,5,AWD - 4 bánh toàn thời gian,Lexus RX 350 AWD ,1100000000,Lexus,RX 350 AWD ,Xăng,3.5
179,237,2019,Xe đã dùng,80000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sedona 2.2 DAT Luxury ,865000000,Kia,Sedona 2.2 DAT Luxury ,Dầu,2.2
180,238,2018,Xe đã dùng,50,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Kem,Kem,7,5,4WD - Dẫn động 4 bánh,Hyundai SantaFe 2.4L 4WD ,738000000,Hyundai,SantaFe 2.4L 4WD ,Xăng,2.4
181,240,2018,Xe đã dùng,63000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Mazda 3 1.5 AT ,486000000,Mazda,3 1.5 AT ,Xăng,1.5
182,241,2017,Xe đã dùng,60000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Nhiều màu,Nhiều màu,5,5,FWD - Dẫn động cầu trước,Kia Morning S AT ,295000000,Kia,Morning S AT ,Xăng,1.25
183,242,2014,Xe đã dùng,0,Nhập khẩu,Hatchback,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mercedes Benz A class A250 ,480000000,Mercedes,Benz A class A250 ,Xăng,2.0
184,243,2023,Xe đã dùng,3000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Kia K3 Premium 2.0 AT ,620000000,Kia,K3 Premium 2.0 AT ,Xăng,2.0
185,246,2022,Xe đã dùng,18000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios G 1.5 CVT ,499000000,Toyota,Vios G 1.5 CVT ,Xăng,1.5
186,247,2020,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C300 AMG ,1168000000,Mercedes,Benz C class C300 AMG ,Xăng,2.0
187,249,2018,Xe đã dùng,50000,Nhập khẩu,Hatchback,Số tự động,Xăng 1.6 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Volkswagen Polo 1.6 AT ,390000000,Volkswagen,Polo 1.6 AT ,Xăng,1.6
188,250,2019,Xe đã dùng,65000,Nhập khẩu,Hatchback,Số tự động,Xăng 1.0 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Suzuki Celerio 1.0 AT ,270000000,Suzuki,Celerio 1.0 AT ,Xăng,1.0
189,251,2022,Xe đã dùng,21000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.4 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Kia Soluto 1.4 AT Luxury ,425000000,Kia,Soluto 1.4 AT Luxury ,Xăng,1.4
190,252,2015,Xe đã dùng,96000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5G ,348000000,Toyota,Vios 1.5G ,Xăng,1.5
191,253,2018,Xe đã dùng,77000,Nhập khẩu,Hatchback,Số tay,Xăng 1.0 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Suzuki Celerio 1.0 MT ,215000000,Suzuki,Celerio 1.0 MT ,Xăng,1.0
192,254,2020,Xe đã dùng,41000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Kia Morning AT ,296000000,Kia,Morning AT ,Xăng,1.25
193,256,2013,Xe đã dùng,92000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5G ,313000000,Toyota,Vios 1.5G ,Xăng,1.5
194,257,2021,Xe đã dùng,52000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.4 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Toyota Hilux 2.4L 4x2 AT ,670000000,Toyota,Hilux 2.4L 4x2 AT ,Dầu,2.4
195,258,2019,Xe đã dùng,26000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda CX5 2.0 AT ,685000000,Mazda,CX5 2.0 AT ,Xăng,2.0
196,259,2020,Xe đã dùng,9000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C200 Exclusive ,1250000000,Mercedes,Benz C class C200 Exclusive ,Xăng,2.0
197,260,2022,Xe đã dùng,10000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Kia Sonet Premium 1.5 AT ,569000000,Kia,Sonet Premium 1.5 AT ,Xăng,1.5
198,261,2022,Xe đã dùng,30000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,Hyundai SantaFe Cao cấp 2.5L HTRAC ,1150000000,Hyundai,SantaFe Cao cấp 2.5L HTRAC ,Xăng,2.5
199,262,2016,Xe đã dùng,57000,Nhập khẩu,Sedan,Số tự động,Xăng 2.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Lexus ES 250 ,1300000000,Lexus,ES 250 ,Xăng,2.5
200,263,2021,Xe đã dùng,23000,Nhập khẩu,Crossover,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda CX 30 Luxury 2.0 AT ,680000000,Mazda,CX 30 Luxury 2.0 AT ,Xăng,2.0
201,264,2016,Xe đã dùng,23000,Nhập khẩu,Sedan,Số tự động,Xăng 3.0 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,BMW 7 Series 740Li ,1900000000,BMW,7 Series 740Li ,Xăng,3.0
202,265,2022,Xe đã dùng,40000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios E CVT ,465000000,Toyota,Vios E CVT ,Xăng,1.5
203,266,2020,Xe đã dùng,0,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Nhiều màu,Nhiều màu,5,5,FWD - Dẫn động cầu trước,Hyundai i10 Grand 1.2 AT ,348000000,Hyundai,i10 Grand 1.2 AT ,Xăng,1.25
204,268,2012,Xe đã dùng,0,Nhập khẩu,Van/Minivan,Số tay,Dầu 2.5 L,Trắng,Trắng,6,4,RFD - Dẫn động cầu sau,Hyundai Grand Starex Van 2.5 MT ,305000000,Hyundai,Grand Starex Van 2.5 MT ,Dầu,2.5
205,271,2022,Xe đã dùng,8000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C200 Avantgarde ,1380000000,Mercedes,Benz C class C200 Avantgarde ,Xăng,1.5
206,272,2019,Xe đã dùng,30000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E200 Sport ,1380000000,Mercedes,Benz E class E200 Sport ,Xăng,2.0
207,275,2023,Xe đã dùng,40000,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Ford Territory Titanium X 1.5 AT ,860000000,Ford,Territory Titanium X 1.5 AT ,Xăng,1.5
